"x","y"
2.87577520124614,21.0879174187647
7.88305135443807,55.4602230338739
4.089769218117,32.4068284123932
8.83017404004931,65.1120946160582
9.40467284293845,65.2187567808331
0.455564993899316,5.02415473821358
5.28105488047004,37.4155570133453
8.92419044394046,60.8826870435769
5.51435014465824,40.8604667070644
4.56614735303447,33.825832766251
9.56833345349878,68.809685656063
4.53334156190977,34.1077781179532
6.77570635452867,50.9584189823452
5.72633401956409,42.4404434606232
1.02924682665616,8.13702958712964
8.99824970401824,63.7150382904364
2.4608773435466,18.9978522706994
0.420595335308462,5.48113251912338
3.27920719282702,23.153671155278
9.54503649147227,68.4960231151854
8.89539316063747,65.9431081635711
6.928034061566,50.3086918114956
6.40506813768297,45.6257768824512
9.94269776623696,71.1209333118425
6.55705799115822,49.8300338512572
7.08530468167737,52.5498368589609
5.44066024711356,42.2266070480271
5.9414202044718,43.8308659871307
2.8915973729454,22.9517989228194
1.47113647311926,11.3306795658098
9.63024232536554,70.4602290335581
9.02299045119435,64.2839377377123
6.90705278422683,47.8888778599751
7.95467417687178,57.9044095576788
0.246136845089495,7.09327108870708
4.77795971091837,36.8329423050796
7.58459537522867,57.1104457016795
2.16407935833558,17.7701118533333
3.18181007634848,23.2186185822849
2.31625785352662,17.8635135382692
1.42800022382289,11.52272196269
4.14546335814521,30.2064316749375
4.13724326295778,32.1803563534985
3.68845450924709,25.7452871435042
1.52444747742265,14.1717225007348
1.3880606344901,13.2131804530609
2.33034099452198,16.2363121366587
4.65962450252846,35.7250041490967
2.65972640365362,24.8273608613441
8.57827715342864,61.0828145485137
0.458311666734517,6.67159874079084
4.42200074205175,31.5991918559753
7.98924845643342,59.848547803908
1.2189925997518,10.9656573061621
5.60947983758524,44.127560251193
2.0653138961643,13.9301858445684
1.27531650243327,10.8383649719429
7.53307864302769,53.8188893243571
8.95045359153301,64.3115023649425
3.74462775886059,27.1219319423266
6.65115194628015,47.1138041769093
0.948406609240919,9.64122282099904
3.83969637798145,26.9941295917569
2.7438364457339,23.7772720935966
8.14640038879588,56.970232647535
4.48516341391951,33.5712181232391
8.10064353048801,59.6276692380895
8.12389509519562,59.8835210842739
7.94342321110889,57.0813219249313
4.39831687603146,32.9259196274321
7.54475158639252,56.4782194551766
6.29221131559461,43.5228062412935
7.10182401351631,50.3587551959463
0.00624773325398564,2.59868722003692
4.75316574098542,34.5017752021273
2.20118885161355,19.7812384854249
3.79816537722945,29.7532675383288
6.12771003274247,45.0189667109969
3.51797909243032,24.014341367555
1.11135424347594,9.82468662068565
2.43619472719729,18.5053147303428
6.6805558744818,48.5866217599774
4.17646779678762,29.1887539641011
7.88195834029466,58.037409449579
1.02864644257352,7.40099975655194
4.34892741497606,32.0506639391853
9.84956979984418,71.6076375148381
8.93051114398986,63.156488852826
8.86469060787931,65.062604990169
1.75052650272846,11.9734226147456
1.30695691565052,6.28202590777343
6.53101925039664,48.5224829367108
3.43516472261399,27.5020107443795
6.56758127966896,47.4779701609114
3.20373242488131,25.2992992605512
1.87691119266674,13.1362721979138
7.82294301316142,56.5403732449963
0.935949867125601,5.18884059874824
4.6677904156968,36.7203982267786
5.11505459900945,41.0268423028081
5.9998895926401,45.859470951241
3.32823540316895,25.2502814869211
4.88613033667207,36.1451825104489
9.54473827499896,66.1872617739849
4.829023971688,37.1721553749882
8.90350222121924,63.9595132406851
9.14438186911866,64.8731609695938
6.08734982321039,42.1657483479908
4.10689776530489,30.2290804827392
1.47094690939412,10.8260113411778
9.35299803270027,66.7833091955386
3.01228899974376,20.9770779561045
0.607205715496093,9.17343073525349
9.47726940037683,68.3131686124641
7.20596273429692,54.3035986292603
1.42294295597821,7.45432467692606
5.49284656066447,39.6649642572203
9.5409123855643,67.6164170502996
5.85483353119344,40.8656644417862
4.04510281747207,32.9945253568718
6.4789347932674,44.9012033607974
3.19820617092773,24.9389113041559
3.07720010867342,25.0064714127079
2.19767631264403,17.6923686482585
3.69488865835592,26.3482336518663
9.84219203470275,72.525491238512
1.54202300822362,13.0896282824794
0.910439998842776,6.5310475843026
1.41906907781959,9.52931207089274
6.90007101511583,53.9147977233927
6.19256483390927,44.1727519164049
8.91394117148593,61.1836438187309
6.72999092610553,50.0335687926398
7.37077737925574,54.1327762203328
5.21135725779459,36.1345909500593
6.5983844967559,44.8233922520755
8.21805460145697,59.3249403414319
7.86281551700085,59.0132008862023
9.79821917368099,71.6893333646182
4.39431536244228,31.9064148734953
3.1170220207423,22.3742977450159
4.09474952612072,31.1327480777799
0.104671118315309,3.00524182032658
1.8384952400811,15.9601594199625
8.42729318886995,60.3055101626577
2.31161782052368,19.7390516578065
2.39099955651909,17.2979891187734
0.766911653336138,6.79586135857257
2.45723678031936,20.4837858563137
7.3213520552963,54.964145511267
8.47453165100887,57.9641329234337
4.97527267085388,37.0125679270131
3.87909029843286,30.2080682679359
2.46448994148523,16.7385281665746
1.11096461303532,10.6092202496494
3.89994435245171,27.8651705533134
5.71935313986614,43.802602032707
2.16892762808129,18.1151716351338
4.4476800202392,34.4657977902843
2.1799066872336,17.468438822416
5.02299563260749,38.656852396091
3.53904571849853,29.1644413331175
6.4998515881598,50.9046025801692
3.74713956611231,28.1807952852771
3.55445380788296,22.9857058979068
5.33687945455313,39.4127608235883
7.40334360394627,54.1794476847245
2.21102937823161,17.2081396136478
4.1274611861445,31.8765330675606
2.65686686849222,22.3486136640745
6.29973053466529,45.2009418561783
1.83828490786254,14.3586063061348
8.6364411143586,63.1441707195478
7.46568004135042,53.3067448136631
6.68284649727866,48.9380052262261
6.18017873261124,41.8634738974154
3.72238060226664,26.1169409990236
5.29835685854778,36.7887580660603
8.74682342866436,61.7492443873741
5.81750099780038,41.5216683171092
8.39767764788121,61.4459154660536
3.12448164913803,25.5724411631095
7.0829032221809,50.320457326298
2.65017806086689,18.8246706616243
5.94343194039539,41.7997655533194
4.81289800489321,34.9721972959453
2.6503273146227,20.1382807118328
5.64590434776619,42.3589805744024
9.13188223028556,65.3666246596292
9.01874389499426,61.5311582483076
2.74166621500626,21.0332946942377
3.21482756407931,26.5600608226794
9.85640884377062,73.0587758458178
6.19993310188875,44.0330073341495
9.37314089154825,64.9311586284941
4.66532702324912,38.9147748227322
4.06832593260333,30.1969584715849
6.59230324206874,47.9773321780371
1.52346616843715,13.3927190422373
5.72867058217525,39.3050957309416
2.38726026844233,17.4495093794704
9.62358936434612,66.6970010383269
6.01365725975484,42.8951257323652
5.15029727248475,38.2579341638079
4.02573342202231,27.8163878353531
8.80246541230008,64.6391378623504
3.64091864787042,27.9875890938713
2.88239280693233,20.6106032831842
1.70645235106349,14.3371727566685
1.72171746380627,15.3477368282684
4.8204260552302,37.5808532769309
2.52964928513393,19.3388809630181
2.1625478961505,16.9756515885417
6.74376388080418,49.0561538781062
0.476636274252087,7.8331389184194
7.00853087473661,53.0083978027494
3.51888638455421,28.0774306011498
4.08943997928873,30.1283909906095
8.20951323956251,60.1130658044037
9.18857348151505,67.0185337144809
2.82528330106288,19.9727520368434
9.61104793706909,66.2838243279974
7.28394428268075,54.0992921964812
6.86375082004815,47.3974121997824
0.528439427725971,5.70199222808057
3.95220134640113,30.0988513658666
4.77845379849896,36.4258235582338
5.6025326368399,41.5458243255415
6.98261594865471,49.6089716135561
9.15683538420126,67.8062834735991
6.18351227371022,48.295987936008
4.28421508753672,33.515752080369
5.4208036721684,36.5791235919087
0.58478488586843,8.51763126326035
2.60856857057661,20.1628882471753
3.97151953307912,30.7098149329532
1.97744736680761,16.9195247361784
8.3192756283097,60.0674642069895
1.52887222822756,12.5717459153252
8.03418542025611,60.0045297667669
5.46826156554744,41.5103616433419
6.62317642010748,50.0774194637183
1.71698493883014,18.1462446786621
6.33055359823629,47.464677220927
3.11869746772572,24.1900769752039
7.24554346408695,48.8898753841976
3.98939824663103,34.5879731394841
9.69356411136687,69.018928000581
9.67398370616138,73.8310471241725
7.26702539017424,53.5180794257332
2.57216746453196,22.6698115201112
2.21787934657186,17.3351315756111
5.93045651679859,44.3990889513128
2.67521432135254,21.097086340893
5.31070398865268,38.8525574129136
7.85291671287268,56.7618887689451
1.68060810538009,15.5185372669931
4.04399181017652,29.9590069250823
4.71576277632266,31.4809698241935
8.68106806883588,62.4281863502214
9.257079558447,67.7345016633662
8.8197755930014,64.8061617723467
6.74186842516065,50.2610057623073
9.50166979338974,65.5808827480183
